current_task,eval_task,y_true,y_pred,correct,y_pred_str,y_true_str,top_1_pred,top_2_pred,top_1_value,top_2_value,selected_prompt_idx_0,selected_prompt_idx_1,selected_prompt_idx_2,selected_prompt_idx_3,selected_prompt_idx_4,similarity_0,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,similarity_8,similarity_9
6,1,0,0,True,apple,apple,0,57,8.273133,4.8500075,1,3,6,0,8,0.24085057,0.24179876,0.071716785,0.24177928,0.07050563,0.070778824,0.241048,0.07154381,0.20104389,0.17109817
6,1,8,8,True,bicycle,bicycle,8,48,8.894638,3.2926962,5,4,2,7,8,0.14924577,0.14886871,0.2190199,0.14869384,0.21971564,0.21984775,0.14920165,0.21844943,0.21448979,0.14744283
6,1,8,8,True,bicycle,bicycle,8,16,8.131618,2.6372106,1,9,3,6,0,0.12821153,0.12918343,0.06443052,0.1285688,0.064234674,0.06423534,0.12838228,0.06306773,0.083293624,0.12868014
6,1,4,4,True,beaver,beaver,4,55,9.138624,6.403872,9,7,0,6,2,0.21730018,0.2147367,0.21574147,0.21500814,0.21105921,0.21223983,0.2166264,0.21740048,0.1906152,0.24206506
6,1,6,6,True,bee,bee,6,14,8.811977,2.8153315,8,0,6,1,3,0.20408012,0.20385937,0.18681131,0.2037014,0.1856593,0.18581438,0.20400348,0.18659559,0.21007709,0.19471997
6,1,9,9,True,bottle,bottle,9,16,5.2096047,2.7323854,9,0,6,1,3,0.34100187,0.34032142,0.26884907,0.34031418,0.2659421,0.26641038,0.34096375,0.26865938,0.29435667,0.34314802
6,1,2,35,False,girl,baby,35,11,7.778669,7.3510327,9,0,6,3,1,0.12399259,0.12356281,0.054970887,0.123822704,0.053428445,0.05378882,0.12391588,0.054770283,0.05787,0.13557081
6,1,7,7,True,beetle,beetle,7,14,4.951424,1.8443599,1,0,6,3,9,0.17008814,0.17021936,0.11469808,0.16988625,0.113760576,0.11399287,0.16998307,0.11449079,0.14663121,0.15835471
6,1,6,6,True,bee,bee,6,32,5.140161,1.0894876,8,0,6,3,1,0.17411041,0.17354156,0.15599854,0.1736066,0.15429649,0.1547849,0.17406377,0.1565321,0.18183047,0.16167706
6,1,0,0,True,apple,apple,0,57,4.7476115,2.5597503,8,1,3,6,0,0.08778254,0.08829309,0.06514535,0.0880569,0.06510401,0.064988375,0.08790672,0.06506183,0.094748445,0.07074716
6,1,9,9,True,bottle,bottle,9,16,7.035358,4.0854764,9,6,1,3,0,0.33867186,0.33871657,0.21783745,0.33868343,0.2157304,0.21550713,0.33877358,0.21709695,0.24852166,0.34431085
6,1,8,8,True,bicycle,bicycle,8,48,6.395681,5.1326847,4,5,2,7,8,0.09498743,0.09512508,0.16183497,0.094656736,0.16293372,0.16260993,0.09496397,0.16085823,0.15668564,0.09243529
6,1,1,1,True,aquarium_fish,aquarium_fish,1,45,5.8004365,2.3482745,9,6,0,3,1,0.09731124,0.09721959,0.0670805,0.09726924,0.066422656,0.06656374,0.097387895,0.06720948,0.07361589,0.10001894
6,1,4,34,False,fox,beaver,34,50,5.754936,5.1543546,9,0,6,3,1,0.16966859,0.16652986,0.1612726,0.1668628,0.15507163,0.15608385,0.16913888,0.16295917,0.11966688,0.20608759
6,1,4,50,False,mouse,beaver,50,42,5.0897646,4.4777904,9,6,0,3,1,0.24382341,0.24320878,0.10792068,0.24335435,0.10457223,0.10448837,0.24388085,0.10798174,0.100698255,0.2776465
6,1,8,8,True,bicycle,bicycle,8,37,9.005693,3.449957,8,4,5,2,7,0.21787469,0.21815276,0.24277173,0.21753228,0.24300057,0.24294585,0.21796736,0.24143773,0.24415028,0.22153929
6,1,9,9,True,bottle,bottle,9,16,5.4747624,2.8651066,6,0,1,3,9,0.3293909,0.32908043,0.251487,0.32887343,0.2490493,0.24920972,0.32939392,0.2509476,0.28716537,0.3239924
6,1,4,4,True,beaver,beaver,4,50,4.895734,3.200351,7,2,5,4,9,0.23807988,0.23532815,0.30814937,0.23526734,0.30333814,0.30371708,0.2377289,0.3099654,0.24434564,0.28315663
6,1,7,7,True,beetle,beetle,7,26,3.331518,2.6319203,0,6,1,3,8,0.16566366,0.16510113,0.12700595,0.16508268,0.12503305,0.12561192,0.16555393,0.12709907,0.15660246,0.15360433
6,1,6,6,True,bee,bee,6,45,8.949052,1.6592283,8,7,2,5,4,0.098783955,0.09862083,0.1086925,0.0983972,0.10746287,0.10753545,0.09871252,0.10917237,0.11889021,0.09236722
6,1,6,6,True,bee,bee,6,14,8.823801,3.333389,0,6,3,1,8,0.23991667,0.23965333,0.18873128,0.23978259,0.1872084,0.18745035,0.23991022,0.1888674,0.23063594,0.2216236
6,1,2,2,True,baby,baby,2,11,4.3236904,3.0746937,3,1,6,0,9,0.21205784,0.21291575,0.06897881,0.21315771,0.06853467,0.068759866,0.21224083,0.06857299,0.13967133,0.18357009
6,1,0,0,True,apple,apple,0,57,7.941645,3.1876757,3,1,6,0,8,0.08553356,0.085976645,0.010176577,0.08618446,0.009993988,0.010085359,0.08560764,0.010123118,0.07317971,0.04898706
6,1,0,0,True,apple,apple,0,57,7.773966,4.7979274,1,3,6,0,8,0.15704773,0.15759054,0.073192984,0.15750578,0.07227664,0.07244955,0.15719554,0.07310737,0.14906904,0.11434153
6,1,4,4,True,beaver,beaver,4,55,6.8574314,4.445209,9,0,6,3,1,0.26093552,0.25786215,0.25063086,0.25820836,0.24461533,0.24559352,0.26033196,0.25253174,0.20455575,0.304852
6,1,6,6,True,bee,bee,6,50,7.7605357,1.257429,1,6,0,3,9,0.19358039,0.19372924,0.12626092,0.19349012,0.12481583,0.1251364,0.19360323,0.12623487,0.16662589,0.1780223
6,1,1,1,True,aquarium_fish,aquarium_fish,1,18,4.4525323,4.2543373,0,6,3,1,9,0.14492337,0.14405721,0.07239004,0.14417358,0.069205865,0.06965653,0.14472702,0.07308141,0.09756606,0.13986434
6,1,6,6,True,bee,bee,6,48,8.276751,1.3565209,0,6,1,3,8,0.21565992,0.21535994,0.16453047,0.21528871,0.16251335,0.16268107,0.2156072,0.16448693,0.20983449,0.19369537
6,1,7,7,True,beetle,beetle,7,24,4.9095025,3.1944487,0,6,1,3,9,0.14007092,0.13972238,0.085032426,0.13971224,0.08329654,0.083730884,0.13998845,0.085379586,0.10190739,0.13952646
