current_task,eval_task,y_true,y_pred,correct,y_pred_str,y_true_str,top_1_pred,top_2_pred,top_1_value,top_2_value,selected_prompt_idx_0,selected_prompt_idx_1,selected_prompt_idx_2,selected_prompt_idx_3,selected_prompt_idx_4,similarity_0,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,similarity_8,similarity_9
10,1,0,0,True,apple,apple,0,57,8.334985,4.4390664,1,6,3,0,9,0.1684958,0.17009816,0.10938959,0.16888878,0.1106218,0.11209719,0.16964574,0.108429156,0.07488632,0.16683392
10,1,8,8,True,bicycle,bicycle,8,48,8.052672,2.76973,8,7,2,4,5,0.16745065,0.16847265,0.19127443,0.16768429,0.18864109,0.18491954,0.16787821,0.1942421,0.23084655,0.16373803
10,1,8,8,True,bicycle,bicycle,8,48,7.875314,2.391398,1,6,3,0,9,0.1514912,0.15805084,0.07283014,0.15270443,0.071428716,0.07007177,0.15539472,0.07335867,0.07344226,0.13975833
10,1,4,4,True,beaver,beaver,4,55,8.79346,5.722698,7,2,4,5,9,0.20909664,0.20886628,0.25677714,0.20771876,0.2525868,0.24781466,0.20827356,0.25684473,0.21768363,0.22538482
10,1,6,6,True,bee,bee,6,14,8.855971,2.801218,0,3,9,6,1,0.19858967,0.19691975,0.18159524,0.19830237,0.18261011,0.18404716,0.19797002,0.1808693,0.17374705,0.19824971
10,1,9,9,True,bottle,bottle,9,16,5.0405073,2.4191432,1,6,3,0,9,0.32947093,0.33031982,0.2778704,0.32961068,0.2782913,0.27848676,0.33017254,0.27760088,0.2545707,0.32719696
10,1,2,35,False,girl,baby,35,11,7.901916,7.5400486,1,6,3,0,9,0.1456722,0.14957026,0.091701016,0.14595878,0.08960021,0.089225754,0.14842014,0.0911113,0.06895143,0.14201923
10,1,7,7,True,beetle,beetle,7,62,4.968736,2.4801047,9,0,6,3,1,0.15939745,0.15878345,0.14806506,0.15893155,0.14760892,0.14838722,0.15923603,0.14703557,0.11635485,0.16490059
10,1,6,6,True,bee,bee,6,45,5.8381205,1.2864736,4,5,8,2,7,0.16014865,0.15705375,0.17108789,0.1589925,0.17209049,0.17196976,0.1578329,0.16950087,0.17175414,0.16173162
10,1,0,83,False,sweet_pepper,apple,83,0,5.3563623,3.8003018,1,6,3,0,9,0.069323614,0.07036499,0.051023573,0.06952238,0.050446223,0.050561618,0.07015928,0.050896868,0.054408226,0.06597206
10,1,9,9,True,bottle,bottle,9,16,6.334594,3.8758857,1,6,3,0,9,0.3464882,0.3517601,0.22533907,0.34761533,0.22675335,0.22800204,0.34984577,0.22439785,0.19387116,0.33529398
10,1,8,8,True,bicycle,bicycle,8,48,7.2288556,6.3043356,8,7,2,4,5,0.09852516,0.09978388,0.12845284,0.09869455,0.12501606,0.12167487,0.099319436,0.13078235,0.14773768,0.09963168
10,1,1,1,True,aquarium_fish,aquarium_fish,1,91,6.266764,3.0920508,5,0,9,3,4,0.122399665,0.10683309,0.105620824,0.11998092,0.11920686,0.13103718,0.11302587,0.100270465,0.0953351,0.12072314
10,1,4,36,False,hamster,beaver,36,50,6.049065,4.5637097,7,2,4,5,8,0.13273588,0.13208309,0.20089638,0.13059933,0.19433776,0.18983431,0.132004,0.20165925,0.17279665,0.14896768
10,1,4,80,False,squirrel,beaver,80,42,8.150236,3.8468719,9,1,6,0,3,0.22310483,0.2242958,0.17899807,0.22249338,0.17825781,0.17984831,0.2239239,0.17815927,0.12841102,0.22734612
10,1,8,8,True,bicycle,bicycle,8,37,8.480455,2.9834144,1,6,3,0,9,0.2756633,0.28437173,0.21260056,0.27764815,0.20783038,0.20386977,0.2812022,0.21727023,0.24710333,0.26048085
10,1,9,9,True,bottle,bottle,9,16,4.33039,2.8474047,1,6,3,0,9,0.3239466,0.3299611,0.24897216,0.3245998,0.24645299,0.24436048,0.32759655,0.2487913,0.22067523,0.3192906
10,1,4,4,True,beaver,beaver,4,55,6.25627,4.2667947,8,7,2,4,5,0.22872585,0.22820637,0.33044133,0.22709827,0.32157454,0.31554765,0.2284672,0.3328079,0.34832284,0.24183232
10,1,7,7,True,beetle,beetle,7,26,3.5391312,2.9916716,0,3,6,9,1,0.14909045,0.14534748,0.13367192,0.14806607,0.13670698,0.13873146,0.14650263,0.13172552,0.13546295,0.14613308
10,1,6,6,True,bee,bee,6,82,9.09601,1.7877961,8,7,2,1,6,0.081811525,0.08313281,0.08356769,0.08191854,0.080711335,0.079200186,0.08304013,0.084233746,0.11492997,0.075801015
10,1,6,6,True,bee,bee,6,14,8.873032,2.50045,0,3,6,1,9,0.22375499,0.22218245,0.18070099,0.22304176,0.18281305,0.18394203,0.22268166,0.17883605,0.18207665,0.21648093
10,1,2,2,True,baby,baby,2,98,4.7510138,4.172142,1,6,3,0,9,0.18656494,0.19090131,0.08958714,0.18709707,0.090553634,0.09239402,0.18929565,0.08745035,0.06823251,0.17616896
10,1,0,0,True,apple,apple,0,57,7.955276,3.1436563,1,3,6,0,9,0.050150286,0.05062162,0.018439306,0.050288126,0.019755993,0.02035566,0.05026381,0.01741613,0.010954825,0.04646642
10,1,0,0,True,apple,apple,0,83,7.3489294,5.1467,1,6,3,0,9,0.11521126,0.11622195,0.07949895,0.11544734,0.08011021,0.080539,0.115833044,0.07905923,0.076066375,0.11048415
10,1,4,4,True,beaver,beaver,4,63,6.0471516,4.735441,2,7,4,5,8,0.22930728,0.22211717,0.3237084,0.2261023,0.32165524,0.3196807,0.22435628,0.32171503,0.27093872,0.2554127
10,1,6,6,True,bee,bee,6,79,8.553357,1.5378952,9,5,4,0,3,0.16406193,0.161269,0.16212013,0.16314508,0.16408317,0.16542223,0.16207261,0.16040243,0.12652491,0.17169198
10,1,1,1,True,aquarium_fish,aquarium_fish,1,18,5.4989057,4.0075564,9,0,3,6,1,0.13190494,0.1249768,0.11188946,0.12959456,0.11697568,0.122266114,0.12749903,0.10675273,0.09018154,0.13237114
10,1,6,6,True,bee,bee,6,82,7.9836454,2.3648107,1,6,3,0,9,0.1833364,0.1846359,0.14245504,0.18344052,0.14265783,0.14274587,0.18416491,0.14167775,0.1530616,0.17519358
10,1,7,7,True,beetle,beetle,7,77,4.4632397,3.8302507,9,0,6,3,1,0.12648697,0.12520617,0.111575976,0.12528723,0.11208468,0.11264484,0.12538533,0.10838589,0.08906027,0.12860279
10,1,8,8,True,bicycle,bicycle,8,48,8.009822,3.1752224,1,6,3,0,9,0.23623678,0.24243584,0.15235765,0.23733276,0.15097137,0.15055558,0.24008052,0.15250011,0.1484055,0.22483864
