current_task,eval_task,y_true,y_pred,correct,y_pred_str,y_true_str,top_1_pred,top_2_pred,top_1_value,top_2_value,selected_prompt_idx_0,selected_prompt_idx_1,selected_prompt_idx_2,selected_prompt_idx_3,selected_prompt_idx_4,similarity_0,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,similarity_8,similarity_9
2,1,0,0,True,apple,apple,0,10,8.011271,3.8862169,1,6,0,8,5,0.15689708,0.46147436,0.14377926,0.14986283,0.08738343,0.15257119,0.18153057,0.074929915,0.15575406,0.052759595
2,1,8,8,True,bicycle,bicycle,8,11,8.812367,1.0256475,2,4,9,0,5,0.21211615,0.11098024,0.23538493,0.19826666,0.2324297,0.20965183,0.172969,0.11247161,0.20895377,0.22816452
2,1,8,8,True,bicycle,bicycle,8,16,7.934707,1.8070134,6,0,8,3,5,0.16423881,0.116812855,0.1290876,0.16012174,0.07802141,0.15880062,0.196198,0.05768784,0.16016199,0.07832447
2,1,4,4,True,beaver,beaver,4,11,8.75586,1.456858,4,2,5,8,0,0.21020807,0.11714707,0.21822573,0.2070528,0.23062836,0.2152049,0.18169908,0.1521258,0.2141531,0.067999065
2,1,6,6,True,bee,bee,6,14,8.901178,3.444057,3,5,8,0,4,0.19442186,0.16590041,0.16311708,0.20323737,0.19424091,0.2030526,0.18592866,0.18520088,0.20241517,0.15118596
2,1,9,9,True,bottle,bottle,9,16,5.270584,2.480608,6,3,8,0,5,0.36161172,0.30251604,0.28280276,0.36440775,0.29354835,0.3611334,0.36886692,0.21981704,0.36357942,0.22172698
2,1,2,11,False,boy,baby,11,2,7.23949,6.280232,2,6,5,8,0,0.13581516,0.11024002,0.32179546,0.0994785,0.08373245,0.13806447,0.15393364,0.08862449,0.13674365,0.112703994
2,1,7,7,True,beetle,beetle,7,10,5.306374,2.3142338,1,7,6,8,3,0.13844196,0.18757676,0.118877776,0.14477274,0.113062896,0.1446839,0.15099412,0.15969896,0.1459899,0.12892036
2,1,6,6,True,bee,bee,6,18,5.832052,0.47248328,7,4,9,5,8,0.17292796,0.13439956,0.1647314,0.18478788,0.2144354,0.18798345,0.14875504,0.2826246,0.18632728,0.1887966
2,1,0,0,True,apple,apple,0,10,4.772236,1.99675,1,6,8,3,0,0.068620674,0.1642107,0.053554278,0.069736876,0.043871436,0.06819245,0.07889574,0.051609125,0.06991625,0.032118533
2,1,9,9,True,bottle,bottle,9,16,7.5728316,4.480574,6,3,0,8,5,0.35377616,0.30060995,0.2578578,0.35470667,0.22668828,0.3490119,0.3943569,0.17948282,0.35182476,0.21057585
2,1,8,8,True,bicycle,bicycle,8,11,6.7952137,0.98436046,2,9,4,5,0,0.12497642,0.036612976,0.16726199,0.11462664,0.14470574,0.12644881,0.098923095,0.08747617,0.12487636,0.14557122
2,1,1,1,True,aquarium_fish,aquarium_fish,1,10,5.4409914,1.6841294,9,7,1,6,3,0.08350674,0.11561083,0.061083145,0.093767904,0.07301187,0.09146622,0.09424341,0.12929013,0.091393985,0.15215336
2,1,4,4,True,beaver,beaver,4,6,3.0075257,1.7633369,4,3,5,8,7,0.12663338,0.066691816,0.08612607,0.1371083,0.16310717,0.1339934,0.10008912,0.126678,0.13264611,0.02183798
2,1,4,4,True,beaver,beaver,4,14,3.4376018,1.1522362,6,5,8,3,0,0.18798861,0.1317136,0.16498646,0.18996885,0.15380313,0.19272798,0.19532779,0.16707149,0.19222933,0.09777154
2,1,8,8,True,bicycle,bicycle,8,11,6.6889358,0.9377393,0,3,5,8,6,0.2878346,0.15048331,0.23489314,0.28183478,0.26128086,0.28180283,0.26503584,0.09604464,0.28101775,0.14808522
2,1,9,9,True,bottle,bottle,9,16,5.1076403,2.969002,6,8,3,5,0,0.33734226,0.27793664,0.2735233,0.33919406,0.2576598,0.33895543,0.35610238,0.21266714,0.33934975,0.23118117
2,1,4,4,True,beaver,beaver,4,6,5.229072,1.7428076,4,3,5,8,7,0.23942883,0.106806554,0.18481404,0.25358665,0.30336577,0.25264692,0.18882683,0.24828126,0.24932311,0.10641044
2,1,7,7,True,beetle,beetle,7,6,4.1244144,1.8706479,7,9,4,3,5,0.15928972,0.119749635,0.13431269,0.1791131,0.19391832,0.17843617,0.14663035,0.3007196,0.17608337,0.20672712
2,1,6,6,True,bee,bee,6,18,9.1365595,3.5381205,7,9,4,3,5,0.06761228,0.07744375,0.044621024,0.09334271,0.100992955,0.089459755,0.06994646,0.2672729,0.08820769,0.10714079
2,1,6,6,True,bee,bee,6,14,7.815159,4.2200456,7,2,5,8,3,0.21382566,0.16380383,0.24166733,0.22503766,0.22014752,0.23407513,0.21484993,0.30634683,0.23243949,0.15739924
2,1,2,2,True,baby,baby,2,11,3.3752275,3.1513097,1,2,6,0,8,0.1609141,0.2407229,0.21459009,0.14261273,0.09554121,0.157461,0.18334633,0.083538435,0.15958706,0.06428017
2,1,0,0,True,apple,apple,0,10,8.6486435,1.7856207,1,6,2,8,0,0.03394331,0.31943533,0.04058489,0.030857874,0.010414245,0.033244655,0.04566539,0.017170617,0.03461933,-0.00481812
2,1,0,0,True,apple,apple,0,10,7.5246863,1.8422338,1,6,3,8,5,0.10302063,0.32765877,0.0768666,0.10950633,0.073721536,0.10710166,0.118205324,0.10376488,0.10839243,0.017971782
2,1,4,4,True,beaver,beaver,4,14,5.527118,1.4061793,7,4,3,5,8,0.2249618,0.12398374,0.17188717,0.24275994,0.2648367,0.2403659,0.19617483,0.26649493,0.23805295,0.07442264
2,1,6,6,True,bee,bee,6,10,8.105729,0.6062952,1,8,3,0,5,0.15825585,0.17472361,0.12775944,0.15843867,0.15463844,0.15762271,0.14456423,0.09759212,0.1588871,0.10232731
2,1,1,18,False,caterpillar,aquarium_fish,18,1,5.692505,4.232516,7,1,9,5,8,0.0954077,0.13670583,0.11938637,0.11791741,0.1153799,0.12243469,0.1103257,0.3217156,0.12089682,0.12913653
2,1,6,6,True,bee,bee,6,14,8.3516655,1.8838992,7,1,3,8,5,0.17706852,0.20361215,0.13936321,0.18913566,0.15855758,0.1863213,0.18523186,0.21176784,0.18748645,0.15963626
2,1,7,7,True,beetle,beetle,7,6,3.658333,2.3276827,7,1,3,8,5,0.12359137,0.15963748,0.09312822,0.13557681,0.1184711,0.1320837,0.12842314,0.17763002,0.13320418,0.107643455
2,1,8,8,True,bicycle,bicycle,8,10,7.7623444,1.9248487,2,6,0,8,5,0.21963978,0.16789235,0.25968498,0.20274769,0.15096986,0.21702653,0.23650172,0.11626131,0.21761261,0.17293204
2,1,2,2,True,baby,baby,2,11,2.476156,2.3238373,1,6,2,0,8,0.11738868,0.21386732,0.12712449,0.10899056,0.0767398,0.11500933,0.13016902,0.06029644,0.11715103,0.05626503
2,1,7,7,True,beetle,beetle,7,6,4.8021593,2.9491935,3,8,5,0,9,0.17745358,0.15381667,0.1289919,0.18569899,0.1762998,0.18189797,0.16635624,0.15608859,0.18210337,0.1769291
2,1,5,5,True,bed,bed,5,2,3.9859238,2.4910853,6,2,0,1,8,0.15286307,0.14910582,0.16118039,0.14031063,0.07079458,0.1451784,0.18168889,0.041250326,0.14746648,0.058422077
2,1,9,9,True,bottle,bottle,9,16,6.8413815,2.1370988,6,0,2,8,5,0.17931983,0.16512929,0.17719914,0.16884147,0.08066211,0.17276768,0.21817723,0.061158653,0.17613894,0.0699809
2,1,7,7,True,beetle,beetle,7,6,5.919548,2.6913927,7,3,5,8,6,0.19228357,0.16622718,0.1382457,0.20399286,0.17735022,0.20008379,0.19233765,0.22667043,0.19988701,0.17975923
2,1,7,7,True,beetle,beetle,7,6,7.175491,1.5273247,9,7,4,5,3,0.18527845,0.14527999,0.15725395,0.19102755,0.19238055,0.19158623,0.16931818,0.19666527,0.19087946,0.22161831
2,1,0,0,True,apple,apple,0,10,8.3284,1.9370383,1,2,6,0,8,0.03906395,0.34870782,0.06304817,0.03022616,0.009439398,0.035787463,0.05109725,-0.0007815156,0.03741643,0.03262125
2,1,6,6,True,bee,bee,6,14,9.242742,0.9253025,7,4,3,5,8,0.12666129,0.11641247,0.10545861,0.14056917,0.15262714,0.13893579,0.113780424,0.17949826,0.13813424,0.1021986
2,1,3,3,True,bear,bear,3,4,3.9042642,2.3302248,2,5,8,0,3,0.17387092,0.13802211,0.18520083,0.16788776,0.16693586,0.17580432,0.16323,0.12599246,0.17572527,0.08869609
2,1,6,6,True,bee,bee,6,10,8.179599,0.7522088,1,9,8,5,3,0.08141822,0.097030394,0.074666366,0.08456129,0.083360985,0.084746666,0.0773158,0.08016876,0.08560285,0.089162186
2,1,3,3,True,bear,bear,3,15,4.562445,1.6351274,0,8,5,3,6,0.21131396,0.14506605,0.19298905,0.20093006,0.19128181,0.20577511,0.19330046,0.06668329,0.20580485,0.08413939
2,1,2,2,True,baby,baby,2,11,6.630934,6.423077,2,0,8,5,4,0.2110519,0.121682554,0.29305205,0.18757297,0.20037702,0.2087341,0.19127959,0.10979525,0.2089058,0.14763634
2,1,8,8,True,bicycle,bicycle,8,11,7.9198823,0.8743431,2,9,4,5,8,0.11383329,0.049673676,0.16964968,0.101816274,0.14349103,0.115668096,0.08462151,0.08846423,0.11483448,0.15923806
2,1,2,11,False,boy,baby,11,2,3.0228508,2.9429972,2,4,5,0,8,0.25671262,0.102182,0.32852533,0.23576915,0.30977783,0.25724223,0.19409934,0.13857245,0.25493276,0.1525482
2,1,5,5,True,bed,bed,5,14,6.064506,0.3446766,0,8,5,3,6,0.29513252,0.19238517,0.2654365,0.286654,0.26564544,0.29068425,0.2758191,0.13093615,0.29069498,0.15474856
2,1,9,9,True,bottle,bottle,9,16,5.4800487,4.272526,6,3,0,8,5,0.47046044,0.35782483,0.32832125,0.47306275,0.34303316,0.46169034,0.49443498,0.21076952,0.4648253,0.20331709
2,1,7,7,True,beetle,beetle,7,18,7.7348895,1.3559816,7,9,3,5,8,0.080071636,0.083209164,0.06160356,0.088535644,0.07613327,0.08707073,0.084100164,0.12952895,0.0870392,0.10272013
2,1,5,5,True,bed,bed,5,12,5.634453,0.8946037,2,6,0,8,5,0.15224005,0.11833345,0.17250045,0.13786776,0.088654935,0.14602555,0.168415,0.035816148,0.1470465,0.053427886
2,1,2,11,False,boy,baby,11,2,7.676973,7.4598846,2,5,0,8,6,0.2510841,0.14376655,0.37826928,0.22060244,0.20871748,0.25213483,0.24953555,0.14024365,0.25050178,0.1823614
2,1,6,6,True,bee,bee,6,14,4.9467225,4.2318873,7,9,4,5,8,0.09419125,0.08345453,0.09936646,0.112116694,0.12910613,0.1142879,0.08935022,0.24964961,0.11215695,0.20444696
2,1,0,0,True,apple,apple,0,10,8.857513,2.1899362,1,6,0,8,5,0.22948718,0.54759336,0.21243131,0.22039379,0.16961937,0.22427838,0.24035548,0.105621286,0.22773473,0.1445903
2,1,8,8,True,bicycle,bicycle,8,11,6.352863,0.9834266,4,2,9,5,8,0.1525441,0.04213566,0.17376615,0.14751439,0.22028318,0.15603317,0.097041056,0.12521324,0.15438499,0.16521971
2,1,4,4,True,beaver,beaver,4,3,7.286299,0.7394116,4,3,5,8,0,0.14115688,0.08364377,0.104102075,0.14788008,0.18459289,0.14568602,0.10577078,0.13545163,0.14532933,0.0482685
2,1,0,0,True,apple,apple,0,10,8.4278345,2.440856,1,6,8,5,3,0.093838684,0.3283269,0.07736933,0.09672918,0.07259066,0.09677765,0.1022538,0.09315817,0.09728716,0.061863862
2,1,3,3,True,bear,bear,3,11,6.164311,1.3670276,4,2,5,8,0,0.15938465,0.082617365,0.1642824,0.15520526,0.19931057,0.16129376,0.119764075,0.107397564,0.16053525,0.12896141
2,1,2,2,True,baby,baby,2,11,5.8266,5.601378,2,6,5,8,0,0.3130268,0.22059056,0.5025633,0.27145204,0.25464377,0.31650794,0.3179227,0.21844473,0.3152102,0.2351742
2,1,8,10,False,bowl,bicycle,10,8,2.190368,2.1147459,6,0,8,5,3,0.15301692,0.107808076,0.13179111,0.14853585,0.056385934,0.15072283,0.19597974,0.06898317,0.15132982,0.07019177
2,1,6,18,False,caterpillar,bee,18,14,3.825356,2.9458091,7,4,5,8,3,0.17297645,0.1301039,0.18205807,0.1966691,0.20166928,0.20164199,0.17474455,0.37703884,0.19909936,0.13697697
2,1,2,2,True,baby,baby,2,11,7.09546,5.650569,2,0,6,9,5,0.09727961,0.06376618,0.19808383,0.0734473,0.07689167,0.09557935,0.09565641,0.045904197,0.09477927,0.09562981
2,1,8,8,True,bicycle,bicycle,8,11,7.656815,1.3380094,9,4,2,0,5,0.13853315,0.049723066,0.164388,0.12568894,0.17058134,0.13534716,0.0976596,0.043244906,0.13423158,0.18115881
2,1,1,1,True,aquarium_fish,aquarium_fish,1,10,6.7058153,2.1958313,6,0,3,8,5,0.32376328,0.31086692,0.22979271,0.32331842,0.18752424,0.31795073,0.37170893,0.14021747,0.32054344,0.13261855
2,1,2,2,True,baby,baby,2,11,6.678673,5.3574567,2,0,5,8,6,0.19682024,0.119642735,0.3489286,0.16135463,0.16689682,0.1949254,0.19029817,0.096567415,0.19429925,0.13402882
2,1,9,9,True,bottle,bottle,9,12,2.4209456,1.9749954,4,3,0,5,8,0.33306855,0.17436196,0.25688237,0.33373168,0.34429112,0.3318221,0.2883978,0.16965994,0.33080056,0.17984268
2,1,7,7,True,beetle,beetle,7,6,3.1217992,2.8365092,7,2,4,5,8,0.070640236,0.066169284,0.08992597,0.0789709,0.0839884,0.08312912,0.07068527,0.16949725,0.08207585,0.043159008
2,1,9,9,True,bottle,bottle,9,16,7.1969213,4.043641,6,8,1,5,0,0.11668129,0.11784518,0.115042165,0.11366189,0.055116512,0.11690655,0.14584137,0.08643474,0.11817346,0.079983324
2,1,3,3,True,bear,bear,3,4,6.085204,2.2443752,2,8,5,0,3,0.25492948,0.14585087,0.26166213,0.24752945,0.2346176,0.2561124,0.24295068,0.16343519,0.25644672,0.105946526
2,1,1,1,True,aquarium_fish,aquarium_fish,1,6,6.1265483,1.372376,9,1,7,5,8,0.08681255,0.11368846,0.07609915,0.090570554,0.082690164,0.091354206,0.0875407,0.10136707,0.091202244,0.1583783
2,1,4,4,True,beaver,beaver,4,12,7.9239526,0.8862498,4,3,5,8,0,0.20449525,0.096489206,0.1494893,0.21437842,0.24102557,0.21078941,0.16864718,0.18428686,0.20993221,0.077557184
2,1,0,0,True,apple,apple,0,10,7.9127803,1.1518298,1,2,8,5,0,0.09944675,0.40717548,0.10922327,0.09939019,0.09470897,0.103970475,0.099324755,0.09770437,0.10501539,0.070196696
2,1,0,0,True,apple,apple,0,10,8.2241335,1.9904865,1,2,6,8,5,0.16636173,0.34437615,0.2190143,0.1555137,0.09248318,0.17056209,0.20230803,0.13242996,0.17172705,0.05821449
