current_task,eval_task,y_true,y_pred,correct,y_pred_str,y_true_str,top_1_pred,top_2_pred,top_1_value,top_2_value,selected_prompt_idx_0,selected_prompt_idx_1,selected_prompt_idx_2,selected_prompt_idx_3,selected_prompt_idx_4,similarity_0,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,similarity_8,similarity_9
1,1,0,0,True,apple,apple,0,9,7.687601,0.5848102,1,6,4,3,5,0.17369117,0.6891261,0.12648122,0.25496814,0.28616896,0.24498598,0.292515,0.0479522,0.17873873,0.051360037
1,1,8,8,True,bicycle,bicycle,8,60,9.160517,0.24624643,9,6,0,8,5,0.21859355,0.09266942,0.17409776,0.21220298,0.16354631,0.21746543,0.22714263,0.14832254,0.21811946,0.23470156
1,1,8,8,True,bicycle,bicycle,8,9,6.995456,0.53543395,6,0,8,3,5,0.15209512,0.04254933,0.10649639,0.14987402,0.07868384,0.14832714,0.1809661,0.041656192,0.15084894,0.07898406
1,1,4,4,True,beaver,beaver,4,3,7.5652466,1.8908187,4,8,0,3,5,0.23811762,0.057215996,0.16061965,0.23732227,0.27454764,0.23716342,0.1747938,0.03451902,0.24210994,0.055351414
1,1,6,6,True,bee,bee,6,35,9.025334,0.20335169,4,3,5,8,0,0.23342843,0.11327723,0.13742515,0.24214205,0.26999724,0.23725209,0.18789168,0.053262234,0.23595735,0.13223253
1,1,9,9,True,bottle,bottle,9,39,6.0167136,0.16236539,6,3,8,5,0,0.3734942,0.1570637,0.22557151,0.38310066,0.29916874,0.37410843,0.38620958,0.017102856,0.37470043,0.19834886
1,1,2,2,True,baby,baby,2,56,6.860218,0.3615767,2,6,0,8,5,0.17697579,0.07814526,0.39239752,0.12810278,0.11964599,0.17544647,0.19923514,0.03505955,0.1761606,0.11787206
1,1,7,7,True,beetle,beetle,7,6,4.8742876,0.5760665,4,3,5,8,0,0.17887494,0.11745528,0.11411869,0.19004673,0.22717805,0.18295689,0.1454643,0.06262745,0.1790942,0.08853882
1,1,6,6,True,bee,bee,6,7,5.1970973,0.66598904,4,3,8,0,5,0.21106294,0.08312745,0.13415691,0.21432406,0.2536589,0.20861904,0.15556182,0.18912831,0.21111786,0.14564683
1,1,0,0,True,apple,apple,0,7,3.7534084,0.94620514,1,6,3,5,4,0.074010104,0.1524828,0.046558227,0.0935307,0.08906365,0.09055326,0.10536965,0.030929372,0.076564305,0.022501849
1,1,9,9,True,bottle,bottle,9,78,7.8226175,0.23396552,6,3,8,5,0,0.36856508,0.14917672,0.1841926,0.38267362,0.25358382,0.36928046,0.4058769,0.02391104,0.37120485,0.20523958
1,1,8,8,True,bicycle,bicycle,8,7,6.953383,0.52494746,2,9,8,0,6,0.13476409,0.028256724,0.14332713,0.12067825,0.09497118,0.13105877,0.13362828,0.07912903,0.13500163,0.1401662
1,1,1,1,True,aquarium_fish,aquarium_fish,1,7,5.5046434,0.64164835,4,3,5,8,0,0.14111479,0.083947636,0.05293834,0.15234847,0.18628472,0.14208233,0.091665246,0.07740426,0.14163274,0.12964271
1,1,4,4,True,beaver,beaver,4,6,3.3455622,1.4669843,4,3,8,5,0,0.16426067,0.046688683,0.047728952,0.18113244,0.24973533,0.16638479,0.08186444,0.041711114,0.16867346,0.008362457
1,1,4,4,True,beaver,beaver,4,7,3.6629236,1.0360019,4,3,8,0,5,0.22390199,0.056928758,0.13631508,0.22809866,0.25338423,0.21935014,0.16805957,0.08184454,0.2250081,0.092199735
1,1,8,8,True,bicycle,bicycle,8,5,4.08624,1.4760438,2,6,8,0,5,0.29317954,0.11615841,0.40087378,0.24459928,0.17915714,0.29037046,0.32935804,0.019722925,0.29329875,0.1472041
