current_task,eval_task,y_true,y_pred,correct,y_pred_str,y_true_str,top_1_pred,top_2_pred,top_1_value,top_2_value,selected_prompt_idx_0,selected_prompt_idx_1,selected_prompt_idx_2,selected_prompt_idx_3,selected_prompt_idx_4,similarity_0,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,similarity_8,similarity_9
7,1,0,0,True,apple,apple,0,57,8.022805,4.4733996,3,1,6,0,9,0.16725624,0.16786478,0.10143436,0.16861925,0.10094786,0.10144763,0.16783454,0.10150354,0.10110637,0.16567782
7,1,8,8,True,bicycle,bicycle,8,48,8.126205,2.7718306,7,2,5,4,8,0.15243143,0.15150976,0.19480464,0.15122192,0.19410917,0.19434527,0.15165211,0.19490929,0.19375297,0.15301622
7,1,8,8,True,bicycle,bicycle,8,16,8.2511,2.1650593,3,1,6,0,9,0.13387802,0.13658954,0.07357656,0.13725531,0.07808758,0.07573769,0.13567084,0.07446823,0.08137222,0.13187312
7,1,4,4,True,beaver,beaver,4,55,9.233482,5.770979,2,7,5,9,0,0.22401492,0.21848032,0.23915783,0.21679327,0.22287786,0.23212938,0.21989956,0.23619269,0.2066868,0.23058492
7,1,6,6,True,bee,bee,6,14,8.41092,2.4283633,9,0,3,6,1,0.1833645,0.18305251,0.16602601,0.18319978,0.16449939,0.16539828,0.1831779,0.16585858,0.16263036,0.18345706
7,1,9,9,True,bottle,bottle,9,16,5.010516,2.5554698,3,1,6,0,9,0.3345598,0.3349513,0.2673172,0.33520004,0.26465422,0.26618537,0.33481172,0.2667467,0.26206863,0.33421913
7,1,2,35,False,girl,baby,35,11,7.6001844,7.234107,0,6,1,3,9,0.13236967,0.13222574,0.07537635,0.13220598,0.072072774,0.07381306,0.13231611,0.07438031,0.06957647,0.1321494
7,1,7,7,True,beetle,beetle,7,62,5.020273,2.6163855,9,0,1,6,3,0.17912413,0.17871091,0.12302671,0.17838205,0.11781298,0.12048727,0.17870946,0.121818125,0.11404671,0.17981659
7,1,6,6,True,bee,bee,6,45,5.5709248,1.1694542,2,7,5,4,9,0.1511479,0.14873701,0.16559428,0.14780132,0.1579903,0.16200145,0.14924629,0.16447522,0.15093878,0.1542711
7,1,0,0,True,apple,apple,0,57,4.8235903,2.7403576,3,1,6,0,9,0.058440916,0.05906543,0.04107202,0.05931056,0.042023607,0.04178563,0.05880656,0.041374028,0.042043876,0.05817602
