current_task,eval_task,y_true,y_pred,correct,y_pred_str,y_true_str,top_1_pred,top_2_pred,top_1_value,top_2_value,selected_prompt_idx_0,selected_prompt_idx_1,selected_prompt_idx_2,selected_prompt_idx_3,selected_prompt_idx_4,similarity_0,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,similarity_8,similarity_9
4,1,0,0,True,apple,apple,0,10,7.9486756,3.6267433,6,0,3,1,8,0.15970705,0.15923451,0.10249005,0.15963364,0.10183999,0.10687319,0.16015454,0.10288115,0.14803113,0.08762856
4,1,8,8,True,bicycle,bicycle,8,11,8.3087225,1.0016398,5,4,2,7,8,0.17511077,0.17511034,0.21580712,0.17521912,0.21699667,0.21771637,0.17629072,0.2156796,0.20820579,0.13764432
4,1,8,8,True,bicycle,bicycle,8,16,8.301574,2.0424724,1,6,3,0,8,0.15808663,0.16238679,0.06343069,0.1582599,0.063367926,0.06450064,0.15973273,0.06367307,0.13170782,0.058422074
4,1,4,4,True,beaver,beaver,4,21,9.118737,2.636587,5,7,2,4,8,0.21242037,0.20812137,0.27519652,0.21228276,0.2737279,0.27895126,0.21031564,0.27541077,0.25352898,0.20991932
4,1,6,6,True,bee,bee,6,14,8.8757305,2.6510587,8,9,0,3,1,0.17944933,0.17829278,0.1683326,0.17919414,0.1671655,0.1705017,0.17824374,0.16872065,0.18695697,0.18593666
4,1,9,9,True,bottle,bottle,9,16,5.174502,2.2362173,8,3,0,1,6,0.3209277,0.32087597,0.2713085,0.3209451,0.26934895,0.27398083,0.32029188,0.27137172,0.3231237,0.283378
4,1,2,35,False,girl,baby,35,11,8.057249,7.362437,6,3,0,1,8,0.19379424,0.19267982,0.09720312,0.19402432,0.096795596,0.10643088,0.19606054,0.09753783,0.16994469,0.07383807
4,1,7,7,True,beetle,beetle,7,14,4.7459035,2.1483862,0,3,6,9,1,0.16701189,0.16258632,0.12564556,0.16698068,0.124571905,0.13444726,0.16636346,0.12592915,0.16051506,0.16420323
4,1,6,6,True,bee,bee,6,39,5.480247,1.1515741,9,5,8,2,7,0.15398924,0.14914544,0.16808923,0.15405722,0.1668898,0.17406523,0.15150043,0.16778201,0.1702245,0.23159574
4,1,0,0,True,apple,apple,0,10,4.292123,1.9445676,1,6,3,0,8,0.070160024,0.07157647,0.044657487,0.0702393,0.044929884,0.04518567,0.07078859,0.04479213,0.06538636,0.03102934
4,1,9,9,True,bottle,bottle,9,16,7.526917,4.2543,1,6,3,0,8,0.33361262,0.33664954,0.20863669,0.33376953,0.2064066,0.2108435,0.33424997,0.20895709,0.30589026,0.23850724
4,1,8,8,True,bicycle,bicycle,8,26,6.632593,1.5612067,5,4,2,7,8,0.10087046,0.10056086,0.12825651,0.100795396,0.12905858,0.13105646,0.10206822,0.12817407,0.12206874,0.0625205
4,1,1,1,True,aquarium_fish,aquarium_fish,1,33,5.0835133,2.11416,9,3,0,1,6,0.10377708,0.10168143,0.07433322,0.1038086,0.07369618,0.07822905,0.101068385,0.07461812,0.09622592,0.17012462
4,1,4,36,False,hamster,beaver,36,4,3.4053864,3.1129165,5,4,2,7,8,0.14719717,0.13944414,0.3053303,0.1465111,0.30551136,0.30993262,0.14376087,0.30495337,0.22339825,0.15536715
4,1,4,4,True,beaver,beaver,4,27,2.8773744,2.2454808,0,3,6,8,1,0.25100037,0.24233973,0.19428627,0.25078404,0.19248275,0.20992422,0.24923886,0.19448245,0.24353367,0.205606
4,1,8,8,True,bicycle,bicycle,8,37,5.593253,3.049522,8,1,6,0,3,0.25229225,0.2550084,0.2408443,0.25222304,0.24084444,0.24068758,0.2536676,0.24144925,0.2681955,0.15797853
4,1,9,9,True,bottle,bottle,9,16,5.7257175,3.1821172,6,3,0,1,8,0.3131724,0.3131523,0.2401919,0.31332144,0.2383079,0.24532934,0.31349823,0.24041785,0.3059504,0.2470527
4,1,4,4,True,beaver,beaver,4,29,4.452997,3.360883,4,7,2,5,8,0.22048509,0.21933879,0.41658518,0.21967159,0.4167123,0.40834674,0.21411978,0.41661417,0.31618002,0.2982447
4,1,7,7,True,beetle,beetle,7,26,3.771904,2.746371,9,5,8,2,7,0.14395063,0.14020276,0.15750365,0.14404692,0.15708688,0.16174376,0.14218345,0.15736184,0.15863532,0.22019579
4,1,6,6,True,bee,bee,6,18,10.347652,2.3691583,9,7,2,4,5,0.057428688,0.05806227,0.075021595,0.057315096,0.07440025,0.07206479,0.054945655,0.075225115,0.06763352,0.13191986
4,1,6,6,True,bee,bee,6,14,8.681088,3.0034852,8,3,0,6,1,0.2051687,0.20435652,0.19533823,0.20519413,0.1946687,0.19767155,0.2045242,0.19543436,0.21539462,0.19975138
4,1,2,2,True,baby,baby,2,11,4.5221868,3.308118,6,3,0,1,8,0.21033168,0.20579271,0.08270406,0.21073946,0.08140774,0.09680039,0.21263297,0.08309088,0.172233,0.1073458
4,1,0,0,True,apple,apple,0,35,8.229491,1.9922495,6,1,3,0,8,0.04058002,0.040960256,0.0050305007,0.040625334,0.0047383457,0.006471034,0.04112175,0.0051650023,0.028708942,0.016726702
4,1,0,0,True,apple,apple,0,10,8.448115,2.2560296,1,3,0,6,8,0.10784457,0.109615594,0.07438277,0.10792026,0.07369522,0.07360704,0.107680276,0.07457063,0.10167481,0.08332041
4,1,4,4,True,beaver,beaver,4,27,7.288732,2.0514958,5,7,2,4,9,0.23221898,0.2252642,0.3767958,0.23159446,0.37512782,0.37778208,0.22561033,0.376811,0.30623046,0.31956953
4,1,6,6,True,bee,bee,6,39,7.9653316,0.930215,9,8,0,3,6,0.16860184,0.16320246,0.15187663,0.16843215,0.15060467,0.15987054,0.16753083,0.1521806,0.17200774,0.17428906
4,1,1,1,True,aquarium_fish,aquarium_fish,1,18,5.9216743,3.2568786,9,0,3,1,6,0.118303396,0.11501892,0.09184513,0.118155666,0.08932389,0.09633032,0.11454058,0.09197904,0.11235669,0.21003553
4,1,6,6,True,bee,bee,6,14,8.3105755,1.3752269,9,1,0,3,6,0.15977798,0.16064534,0.124612756,0.15973039,0.12327818,0.12422782,0.15859978,0.12492861,0.15503514,0.17883494
4,1,7,7,True,beetle,beetle,7,24,4.0660467,2.9894233,9,3,0,6,1,0.14037567,0.13720039,0.10267818,0.14052394,0.101173386,0.10817703,0.13856825,0.10285228,0.13288538,0.16866168
4,1,8,8,True,bicycle,bicycle,8,22,7.595829,3.6725328,6,1,3,0,8,0.23359828,0.23391524,0.1563922,0.23366614,0.15609607,0.16186243,0.23439565,0.15677555,0.21914124,0.1514375
4,1,2,2,True,baby,baby,2,11,3.8792284,2.924961,6,3,0,1,8,0.16268866,0.15742777,0.089086324,0.16279525,0.087733015,0.10032647,0.16342264,0.08949642,0.14203274,0.123823844
4,1,7,26,False,crab,beetle,26,7,5.7299194,4.298165,9,8,0,3,1,0.16957259,0.16823864,0.15585193,0.1694915,0.15405004,0.15608491,0.1672379,0.15593459,0.17287332,0.24366695
4,1,5,5,True,bed,bed,5,2,3.353122,2.879786,6,1,0,3,8,0.1952125,0.1970768,0.07090982,0.19512397,0.06923282,0.07636313,0.19776052,0.07168335,0.1587582,0.0655003
4,1,9,9,True,bottle,bottle,9,10,6.5875053,1.9585928,1,6,3,0,8,0.19475712,0.19764766,0.10046978,0.1948885,0.099639595,0.102056935,0.19654047,0.10083226,0.17035985,0.0897812
4,1,7,7,True,beetle,beetle,7,6,4.5633707,4.000635,9,3,0,6,1,0.1874619,0.18488407,0.11749308,0.18752432,0.11571509,0.12364326,0.18579447,0.11768934,0.1699088,0.22350998
4,1,7,24,False,cockroach,beetle,24,7,6.768,6.740442,9,8,3,0,6,0.18283683,0.17831491,0.16930276,0.18285602,0.16879207,0.17523552,0.18033208,0.16930214,0.1884297,0.23798801
4,1,0,0,True,apple,apple,0,10,8.599781,2.7313652,1,6,3,0,8,0.049316533,0.049441498,0.015254796,0.049349494,0.015110023,0.017346239,0.049432185,0.015402045,0.039009426,0.031680953
4,1,6,6,True,bee,bee,6,29,9.416168,0.9897806,8,5,7,2,4,0.10410655,0.10340256,0.11535816,0.10395653,0.11499162,0.11613928,0.10304177,0.11558064,0.11653145,0.113667205
4,1,3,3,True,bear,bear,3,29,5.496689,4.3038654,8,5,6,3,0,0.18442316,0.17899482,0.17615156,0.18458173,0.17602146,0.18741643,0.18485305,0.17632504,0.19533096,0.1263234
4,1,6,6,True,bee,bee,6,35,8.350435,0.9764015,8,5,9,7,2,0.067533486,0.06644193,0.067996666,0.067317955,0.067277975,0.069523886,0.06742272,0.068320334,0.072278,0.069330044
4,1,3,3,True,bear,bear,3,23,4.865554,1.8282758,8,5,7,2,4,0.24489184,0.23836532,0.25419784,0.24455489,0.25256357,0.2640276,0.24542098,0.25447762,0.26620218,0.16420057
4,1,2,2,True,baby,baby,2,11,6.7415414,6.5429444,8,6,5,3,0,0.19886559,0.19782783,0.19425228,0.19892408,0.19415592,0.1990397,0.20025326,0.1944905,0.21347456,0.1369827
4,1,8,8,True,bicycle,bicycle,8,33,6.534062,0.91516906,4,7,2,5,8,0.09274731,0.09472912,0.1333556,0.09279536,0.13479643,0.13166463,0.0936618,0.13336623,0.118634835,0.07168339
4,1,2,35,False,girl,baby,35,11,3.1215088,2.8050275,5,2,4,7,8,0.21424346,0.21011609,0.3446734,0.214197,0.34449327,0.34870178,0.21517393,0.34440285,0.28752527,0.1836951
